,NoDur,Durbl,Manuf,Enrgy,Chems,BusEq,Telcm,Utils,Shops,Hlth ,Money,Other
194702,-0.74,0.54,-1.26,-3.2,-0.84,-3.48,-2.07,-1.31,-1.02,-4.59,-2.96,-1.46
194703,-2.66,-2.81,-2.3,2.17,-0.75,-3.78,-3.4,-3.04,-2.58,-1.56,-2.9,-4.14
194704,-7.07,-4.09,-6.74,-0.6,-3.89,-5.84,-0.22,-4.22,-8.26,-8.83,-6.54,-6.32
194705,-0.96,-3.27,-3.71,1.3,-0.95,-0.05,-1.12,-3,-0.85,-3.19,-1.18,-3.11
194706,6.03,5.76,4.12,7.58,6.87,4.05,-4.46,3.74,9.44,3.87,5.82,1.76
194707,4.3,5.17,4.71,3.67,2.03,6.28,0.81,2.01,4.36,2.34,2.37,6.65
194708,-1.91,-1.81,-2.32,-2.81,-0.94,-3.82,0.34,-0.14,-4.1,-4.3,-1.45,-4.14
194709,-0.12,0.04,0.92,-2.88,-1,0.16,-0.49,-1.7,-3.22,-2.91,0.25,-1.93
194710,0.97,2.88,3.69,5.11,1.46,2.23,0.21,-0.38,2.83,0.96,3,0.26
194711,-2.51,-3.86,-2.41,-1.9,-1.47,-1.74,-2.6,-8.1,-3.47,-3.66,-1.93,-3.26
194712,-0.01,1.86,1.98,8.83,1.01,2.04,-0.95,0.76,-0.48,2.67,-0.01,3.64
194801,-3.11,-5.36,-4.34,-7.54,-4.4,-4.83,0.1,-0.63,-3.56,-8.56,-1.71,-0.96
194802,-6.66,-6.57,-5.9,-3.57,-6.11,-4.28,-1.09,-3.89,-4.53,-4.07,-5.45,-4.35
194803,4.71,6.98,10.3,9.65,7.23,10.06,0.48,6.01,6.19,5.94,7.68,9.43
194804,0.96,1.13,2.07,10.78,2.64,-0.59,2.65,1.12,4.73,1.89,4.2,2.95
194805,4.51,13.24,7.22,5.51,6.78,14.22,2.46,5.26,8.13,6.27,9.7,5.17
194806,-2.49,0.14,-2.22,3.14,-0.24,-1.77,-0.96,2.08,-1.7,-2.52,-1.56,-1.37
194807,-2.06,-4.39,-4.96,-7.28,-5.38,-7.04,-1.65,-4.6,-7.93,-4.49,-5.8,-4.95
194808,-0.57,-0.26,0.14,-2.73,-0.86,2.28,0.03,-0.31,1.92,-2.42,-1.26,1.59
194809,-4.57,-4.14,-3.59,-4.66,-2.56,-3.95,-1.67,-1.36,-1.37,-3.44,-1.62,-4.64
194810,3.12,7.91,6.42,8.75,6.56,7.23,1.11,3.54,3.91,4.92,5.92,4.27
194811,-7.06,-14.13,-12.34,-12.95,-9.01,-11.19,-2.08,-9.53,-7.16,-6.71,-8.97,-12
194812,0.01,2.84,1.75,4.12,6.11,4.86,-0.39,2.17,0.72,3.99,4.57,0.82
194901,3.15,2.42,0.42,-3.97,-0.32,-1.58,-1.26,4.31,0.87,4.31,-1.3,0.46
194902,-2.57,-5.42,-4.45,-4.89,-3.67,-5.46,-0.31,0.28,-3.12,-1.49,-1.04,-4.53
194903,2.54,3.13,3.18,5.7,3.21,4.65,-0.15,3.09,3.95,5.12,6.08,3.23
194904,-2.03,-4.26,-4.59,0.63,-2.3,-3.29,-1.64,0.85,-1.96,0,-0.28,-2
194905,-1.01,-4.72,-6.01,-6.19,-1.46,-4.67,-2.19,-1.05,-0.42,-2.41,-2.19,-3.78
194906,0.52,1.05,-0.51,-1.68,-0.08,-1.42,-0.46,-1.54,2.4,1.73,-1.93,-2.29
194907,4.57,9.42,6.24,6.11,4.85,7.62,2.41,4.42,4.9,5.76,6.27,3.38
194908,3.42,0.51,0.42,4.59,2.42,0.22,0.95,3.2,0.79,-0.33,2.41,0.31
194909,2.27,2.35,2.96,2.97,4.33,3.01,-0.32,3.46,1.94,1.49,5.45,1.94
194910,1.1,7.31,3.81,3.61,4.58,4.08,1.88,0.92,0.49,3.15,4.18,1.56
194911,0.96,0.16,0.86,-4.48,3.42,2.57,1.65,2.74,1.1,3.86,2.57,-0.4
194912,4.54,7.72,5.79,0.57,5.38,8.66,0.09,2.76,4,8.33,5.02,6.83
195001,0.92,1.83,2.46,-0.76,0.72,5.28,1.86,3.26,0.18,0.87,1.35,3.53
195002,0.01,1.75,1.61,-1.54,0.71,3.17,0.64,2.11,1.59,1.44,3.13,-0.36
195003,-1.12,1.68,-1.31,4.63,2.55,2.87,3.1,-0.13,-0.55,-3.21,-0.71,-1.64
195004,-0.21,10.53,5.88,3.06,9.07,4.81,2.37,0.58,-0.63,5.32,-0.54,2.02
195005,1.57,4.91,3.81,7.78,6.59,0.27,1.95,1.35,2.58,3.46,4.02,-0.53
195006,-6.15,-4.23,-6.98,-4.75,-6.97,-8.83,-5.64,-8.21,-4.78,-4.49,-8.57,-7.07
195007,0.08,-2.74,5.65,8.71,-3.65,-2.99,-1.33,-5.55,-1.16,-7.17,-6.45,11.96
195008,3.32,5.61,4.11,3.21,6.91,4.62,2.53,2.81,3.65,3.16,4.12,0.94
195009,4.24,8.13,4.54,3.4,3.66,4,-1.9,3.9,8.07,5.82,7.56,5.47
195010,-0.81,0.58,0.88,0.2,-0.83,-1.25,0.21,-1.14,0.66,-2.05,-1.38,-1.93
195011,-0.9,-6.6,3.2,3.3,5.37,-0.33,-0.26,-1.73,-0.08,3.66,2.03,2.89
195012,2.27,1.08,6.16,8.47,5.3,3.31,0.35,3.06,1.92,5.61,3.44,12.05
195101,4.18,9.2,6.61,6.08,4.31,9.38,1.88,4.6,3.38,2.89,2.14,7.39
195102,0.44,1,-0.33,0.18,2.05,0.69,4.09,2.57,2.44,1.09,2.02,-1.68
195103,-3.34,0.99,-4.22,-2.5,-2.15,-1.44,-2.5,-1.96,-2.44,1.39,-0.94,-4.43
195104,0.6,3.41,6.02,10.76,7.55,2.93,0.85,-0.17,0.13,10.21,3.87,3.53
195105,-1.87,-7,-4.09,-4.04,-1.14,-3.02,-0.44,-0.49,-1.87,1.24,-2.04,-4.51
195106,-4.06,-6.99,-5.79,0.98,-1.63,-2.26,-1.62,-1.09,-3.02,0.54,-1.23,-6.95
195107,2.85,3.09,8.39,11.32,8.08,5.52,2.8,4.97,2.62,14.19,5.88,7.64
195108,2.85,5.11,5.63,4.54,1.71,5.9,2.63,1.55,1.97,-1.73,3.84,2.52
195109,-0.99,2.52,1.15,-0.86,-1.43,1.68,-1.43,0.84,3.08,-2.04,0.52,3.98
195110,-3.41,-2.1,-2.54,0.99,-7.44,-6.04,-1.08,0.27,-3.32,-6.16,-2.03,-4.35
195111,-0.98,0.26,-0.26,-2.13,-0.65,1.04,0.3,1.17,0.43,-1.04,2.79,0.6
195112,1.39,2.27,1.79,4.59,7.53,4.5,-0.41,2.75,-0.75,4.77,5.24,0.16
195201,0.3,-1.18,1.37,6.52,-3.29,-1.73,0.18,2.6,-0.83,0.48,2.6,3.35
195202,-2.74,-1.25,-4.97,-4.31,-3.7,-4.12,-0.64,0.26,-4.41,-4.61,-0.38,-2.7
195203,1.15,8.16,2.19,8.62,3.13,5.48,-0.18,1.75,2.13,0.13,2.76,5.87
195204,-3.52,-3.03,-6.34,-7.72,-7.37,-3.61,-0.75,-2.21,-2.14,-5.68,-1.59,-4.18
195205,1.45,2.39,2.12,2.51,5.6,2.87,1.01,2.55,2.01,2.1,2.09,2.21
195206,2.39,5.08,4.07,5.36,3.63,5.9,0.62,0.55,2.67,-1.28,1.8,4.13
195207,0.39,2.49,2.66,-1.1,1.2,0.89,0.25,1.65,1.74,-4.56,2.49,0.48
195208,0.28,0.56,-2.5,-3.69,-2.07,-0.35,0.87,1.42,-0.95,-1.01,-1.58,-0.34
195209,-3.38,-0.89,-2.77,-4.38,-1.83,0.59,-1.77,-0.23,-1.07,-4.58,-0.22,-2.38
195210,-1.09,1.12,-1.69,0.27,-1.94,-0.54,0.92,-0.06,-1.31,-1.54,-3.33,-1.42
195211,5.15,5,6.69,0.88,8.81,9.17,3.9,4.66,3.48,6.63,6.8,6.24
195212,0.91,6.87,2.72,4.46,1.38,2.62,-0.36,1.5,0.62,-2.32,3.46,3.04
195301,1.99,-0.37,0.85,-3.05,0.16,-2.63,1.03,0.6,0.6,-5.33,-0.44,1.29
195302,1.04,-2.55,-0.71,-0.69,-3.18,-0.06,-0.45,0.08,-0.77,1.62,-1.01,-0.82
195303,-2.23,-4.48,-3.02,-0.63,-0.06,-1.5,-1.82,-0.33,-0.85,-0.65,0.27,-2.67
195304,-0.31,-1.99,-2.27,-5.21,-3.51,-0.71,-1.04,-3.27,-1.08,-5.4,-4.59,-3
195305,-0.41,-1.49,-0.53,0.74,-0.51,1.26,0.35,-0.61,1,-0.53,0.02,1.04
195306,-1.26,-3.43,-3.27,-0.16,-1.68,-2.82,-0.93,-3.46,-2.54,-3.82,-3.79,-2.16
195307,2.51,0.68,2.13,3.89,2.77,2.38,0.94,3.05,1.77,3.56,1.3,1.22
195308,-4.14,-7.87,-6.82,-7.54,-3.36,-5.29,-0.86,-0.78,-2.94,-0.41,-3.44,-8.68
195309,-0.31,-0.93,0.41,-2.01,1.39,2.86,0.32,1.08,-0.27,0.05,0.02,-1.95
195310,0.52,7.71,6.81,5.53,4.59,6.95,1.39,4.11,0.67,2.45,4.48,3.11
195311,-0.53,-1.16,2.45,0.6,3.7,4.84,2.23,2.51,2.28,7.22,3.37,1.26
195312,-1.15,-1.34,-0.14,0.32,0.59,-0.26,-0.89,0.19,0.52,-1.92,-0.35,-4.12
195401,4.04,5.28,6.75,8.59,1.15,6.83,1.89,2.97,3.08,5.58,3.88,7.41
195402,-1.14,0.2,0.91,1.79,-0.71,4.87,2.57,1.22,-0.29,-0.67,1.14,0.8
195403,0.91,3.41,4.6,4.2,4.48,8.65,0.35,2.4,0.07,-0.04,4.29,0.15
195404,0.8,4.07,5,6.11,6.28,9.75,1.96,0.93,1.35,1,5.36,1.68
195405,1.72,3.1,4.23,2.05,3.35,-1.5,1.22,2.23,2.2,1.19,1,4.86
195406,0.11,1.12,2.86,-5.94,3.86,10.36,-0.78,0.7,2.2,-2.9,1.94,0.67
195407,6.2,9.84,6.75,4.19,2.05,-0.52,4.36,5.11,4.04,8.14,7.43,6.35
195408,-3.33,-4.54,-4.93,-0.53,-3.53,-5.17,-1.56,-2.14,-0.85,-3.03,-0.72,-3.68
195409,3.39,14.43,5.85,9.93,6.95,6.2,1.33,1.57,4.6,2.49,2.75,4.43
195410,-2.32,-0.77,0.5,-2.1,-4.25,-1.6,-0.85,-4.14,-2.68,-1.8,-2,1.14
195411,5.28,2.47,12.66,7.06,12.95,11.76,3.4,5.19,7.49,11.73,10.13,10.31
195412,3.83,7.2,7.82,6.4,3.61,2.32,0.33,3.17,1.61,5.79,5.54,10.06
195501,0.22,0.54,1.4,0.37,-2.84,3.84,0.8,1.17,1.58,-3.03,0.03,1
195502,0.84,-2.02,3.36,1.64,3.92,4.34,3.97,3.32,0.74,2.41,1.71,3.79
195503,-1.28,-0.01,0.93,-0.32,-1.29,-1.85,-1.38,-1.18,-1.72,5.8,0.58,0.5
195504,3.98,5.67,2.7,0.54,7.42,4.76,1.97,2.19,1.68,-0.13,-1.45,5.05
195505,-0.86,-2.09,1.25,-1.42,4.49,-0.46,1.25,-0.58,2.43,2.76,2.06,0.79
195506,2.09,10.05,7.64,11.14,11.65,2.62,-0.46,1.27,4.19,-0.16,3.32,1.52
195507,1.95,19.6,-0.98,2.73,-1.84,-2.74,2.61,3.41,1.9,-0.01,-0.82,-1.78
195508,-1.23,-5.3,2.8,-1.82,1.75,0.45,-2.6,-0.34,1.06,-0.28,0.55,-0.15
195509,-2.01,9.22,0.2,-0.44,-2.66,-5.44,0.01,-3.03,3.21,-3.42,-4.57,-2.51
195510,-0.96,-4.98,-3.54,-1.08,-2.43,-5.59,-1.15,-1.29,-2.63,0.67,-1.12,-3.28
195511,2.76,7.24,7.35,7.53,6.28,10.5,1.57,2.91,5.5,5.45,2.94,8.74
195512,0.7,-4.12,2.76,3.66,2.15,5.23,-0.32,-0.5,-1.25,5.93,1.55,-2.04
195601,-1.65,-6.74,-4.67,0.36,-4.72,-5.32,1.87,-0.63,-4.58,-6.68,-3.68,-2.65
195602,0.4,4.48,4.76,3.88,3.69,5.97,0.15,1.44,2.24,7.77,3.31,2.58
195603,1.29,3.7,8.63,11.38,5.51,10.47,0.24,3.42,0.15,7.02,5.19,5.42
195604,0.76,-5.17,2.08,3.6,-0.88,-0.69,-0.88,-2.48,-1.97,2.61,-0.11,1.03
195605,-3.85,-5.52,-6.87,-6.99,-6.41,-5.42,-1.11,-1.18,-5.15,-1.64,-5.71,-6.12
195606,0.26,6.98,4.81,2.7,3.8,6.9,0.1,1.94,1.91,3.27,0.93,1.31
195607,1.83,4.33,7.67,5.84,2.64,5.22,2.65,4.94,4.41,2.95,2.52,2.21
195608,-2,-0.19,-3.32,-5.82,-3.86,-3.9,-1.55,-2.91,-3.2,-3.5,-3.12,-4.51
195609,-3.74,-1.24,-6.02,-5.82,-6.73,-7.3,-3.89,-4.2,-4.68,-3.91,-5.16,-4.65
195610,0.27,-1.05,1.22,0.3,0.41,3.28,-1.4,0.71,1.16,0.43,0.53,0.99
195611,-1.24,-4.46,-0.16,4.51,-3.91,0.24,1.44,-0.06,-2.77,-2.13,0.9,-1.23
195612,0.75,0.98,4.15,4.1,5.28,4.33,1.31,1.43,-0.95,5.54,0.92,1.52
195701,1.64,-6.25,-5.8,-4.27,-5.86,-6.61,2.9,2.27,-1.43,-2.37,1.03,-1.49
195702,-2.18,-3,-3.79,-2.88,-2.48,-0.14,0.31,-0.75,-1.63,-0.79,-0.85,-3.99
195703,1.15,0.5,1.34,3.11,2.7,4.58,0.28,1.3,1.73,7.95,2.99,1.36
195704,1.22,7.91,3.1,6.81,4.93,8.09,0.44,2.9,0,5.27,5.49,2.01
195705,0.74,-0.03,2.72,7.02,2.78,5.32,0.98,1.76,1.88,4.28,2.45,0
195706,-1.12,0.03,0.64,-1.79,-0.16,4.47,-3.27,-5.46,-2.2,6.2,-4.85,-0.13
195707,0.79,3.6,-0.49,0.85,1.69,1.28,-0.24,-0.33,2.7,2.47,-0.62,1.56
195708,-2.6,-4.1,-6.8,-6.25,-6.81,-7.1,-0.3,-3.03,-3.34,-3.44,-3.53,-7.14
195709,-1.63,-7.15,-7.54,-8.03,-6.28,-6.57,-3.33,-2.17,0.08,-3.19,-4.43,-8.08
195710,-2.34,-3.99,-5.19,-6,-3.58,-2.63,-2.1,-1.03,-4.11,-0.87,-5.68,-7.69
195711,2.53,-6.51,1.69,1.61,4.26,6.76,1.4,3.83,0.91,7.81,3.95,-2.26
195712,-0.12,-7.98,-5.76,-7.05,-2.78,-4.28,-0.02,2.14,-2.26,-1.08,-1.31,-6.93
195801,7.33,4.91,6.46,1.45,3.08,3.99,4.26,5.91,7.29,-0.47,8.27,12.03
195802,1.34,-2.75,-1.98,-5.34,-3.85,-2.01,0.63,0.85,0.74,4.5,0.95,-4.01
195803,3.66,2.88,2.13,7.85,-0.1,2.15,-0.11,1.55,3.78,7.95,2.65,1.7
195804,3.44,4.92,1.53,5.04,0.75,-0.46,2.7,4.75,2.73,6.38,2.07,5.45
195805,2.14,3.58,3.68,-0.36,0.86,1.76,2.03,1.03,3.09,1.1,1.82,3.9
195806,2.2,2.56,1.9,4.89,2.96,2.8,0.49,1.79,1.86,3.28,2.35,2.49
195807,1.55,9.93,8.34,0.53,7.83,3.45,0.9,0.82,1.64,5.83,2,6.66
195808,2.42,-1,2.17,1.32,1.63,1.84,2.33,-1.43,5.18,1.65,4.35,1.62
195809,3.84,9.99,5.09,3.22,2.94,5.72,3.91,3.08,3.75,11.55,-1.06,6.65
195810,2.37,2.24,3.64,1.15,1.31,4.75,1.46,4.03,0.99,0.96,3.68,3.47
195811,3.48,0.83,2.45,1.27,2.99,3.61,1.93,2.51,5.28,7.45,2.01,5.18
195812,2.28,2.69,4.91,1.2,5.25,13.97,12.36,5.6,5.36,4.25,3.73,2.11
195901,3.69,-1.12,1.08,0.4,-0.2,-2.49,3.91,0.99,3.28,-0.65,-2.7,4.18
195902,2.49,-2.84,2.69,-8.01,4.61,4.68,4.82,0.9,2.27,3.53,2.14,0.93
195903,-0.07,-1.25,-1.36,2.08,1.69,2.27,-1.33,1.28,-1.89,4.14,-3.48,0.05
195904,2.89,9.35,3.66,1.63,6.25,7.36,4.63,-1.37,1.34,11.8,1.55,1.97
195905,0.87,4.29,2.32,-1.62,5.22,6.17,-1.1,-1.45,2.3,-1.33,0.45,0.07
195906,1.34,0.12,2.64,-2.78,-1.63,-1.94,-1.95,-2.58,2.03,6.36,2.19,0.66
195907,3.6,8.39,2.74,4.84,5.99,-0.73,0.6,3.56,1.9,4.67,1.17,-0.3
195908,-0.84,1.62,-1.9,-3.78,-3.18,-2.53,0.55,0.99,0.43,-3.8,-1.67,-3.09
195909,-3.5,-4.48,-5.05,-6.96,-5.24,-4.4,-1.9,-4.71,-2.32,-5.1,-5.26,-4.13
195910,3.65,-1.29,1.78,1.01,1.6,4.04,1.3,0.61,0.65,2.25,0.5,-0.04
195911,0.65,-0.98,2.33,-1.27,1.81,8.43,-1.3,-0.01,1.78,5.2,1.07,-1.97
195912,0.91,5.05,1.35,4.16,3.08,3.54,3.35,1.8,2.53,-1.98,-0.07,2.36
196001,-3.46,-11.2,-8.06,-7.61,-9.65,-9.65,0.94,-2.35,-5.98,-6.41,-4.42,-4.72
196002,2.44,-3.09,0.78,-4.21,0.05,4.21,8.18,2.42,3.81,0.03,-0.94,-0.29
196003,-1.78,-4.46,-3.82,-0.88,-2.25,0.82,-0.6,1.35,-0.05,1.38,-0.24,-3.72
196004,1.42,-1.59,-2.62,-4.37,-4.96,0.5,-1.05,1.1,-0.52,1.61,-0.51,-1.58
196005,6.01,-1.69,3.91,-4.36,3.76,8.95,3.26,1.1,2.75,13.44,-0.68,-0.22
196006,4.01,0.72,1.69,3.44,1.38,0.86,-1.19,5.44,3.65,-0.32,3.53,2.07
196007,-1.06,-0.68,-3.27,0.6,-6,-4.49,0.1,-1.33,-3.18,-3.94,0.22,-2.47
196008,4.04,2.48,1.31,3.14,1.2,0.51,7.04,4,2.68,2.21,3.51,1.97
196009,-3.69,-5.74,-7.59,-1.02,-6.97,-8.64,-6.69,-4.76,-8.53,-8.85,-6.19,-5.89
196010,1.54,-1.45,-2.05,2.23,-0.4,-2.33,0.14,-0.58,0,-3.58,-0.23,-1.36
196011,8.11,-1.67,4.36,2.44,4.35,6.58,4.12,3.27,6.38,3.6,7.45,5.28
196012,4.3,-0.52,3.81,5.29,2.78,3.58,11.65,6.08,2.14,6.07,5.12,3.05
196101,5.3,8.24,6.22,9.58,6.3,3.09,7.89,4.69,2.58,6,7.38,7.81
196102,6.24,3,5.24,0.07,2.24,3.01,0.7,3.29,4.6,4.96,6.78,4.35
196103,4.61,3.37,1.24,1.37,1.82,2.79,6.77,1.74,5.69,3.67,4.27,2.74
196104,-1.43,-1.78,-1.38,4.72,-0.78,0.13,0.8,1.61,0.4,-0.37,1.53,-0.12
196105,3.3,0.36,3.42,-0.63,4.28,3.67,-1.09,2.05,3.76,2.05,3.69,3.66
196106,-1.61,-1.56,-4.51,-4.04,-0.34,-3.37,-4.67,-2.12,0.43,-3.51,-2.97,-4.55
196107,2.77,6.12,1.78,2.25,2.95,2.43,6.43,2.67,2.23,3.43,3.6,-0.24
196108,4.75,0.42,1.22,-0.65,3.41,4.75,-0.42,3.44,2.93,3.62,8.52,2.5
196109,-0.14,4.63,-4.76,-6.44,-4.09,0.62,-2.81,1.19,0.3,-1.33,-0.41,-3.05
196110,3.27,0.47,0.2,6.32,-0.28,2.89,0.2,5.06,8.87,3.57,2.07,2.24
196111,5.08,8.16,2.33,4.75,2.15,2.99,7.87,3.11,4.69,2.8,7.02,0.93
196112,-3.33,2.83,0.46,3.8,-0.65,-1.13,3.23,-4.42,-0.47,-2.09,-4.68,-0.44
196201,-6.25,-0.27,-3.14,-0.22,-5.38,-4.59,-6.07,-2.83,-8.86,-4.9,-4.73,0.55
196202,-0.09,-2.2,0.37,4.83,2.32,-0.53,3.48,2.32,1.33,3.53,3.56,-0.14
196203,-1.29,0.36,0.01,-1.7,-1.51,-0.14,-3.03,1.74,0.8,0.3,-2.16,-1.99
196204,-6.85,-5.24,-8.44,-3.65,-6.2,-12.39,-4.68,-2.99,-4.59,-11.4,-7.41,-7.04
196205,-11.69,-5.24,-9.21,-5.82,-8.84,-10.89,-7.79,-10.81,-9.45,-11.05,-10.07,-7.15
196206,-9.07,-6.1,-9.96,-4.88,-9.33,-12.06,-8.63,-5.38,-10.38,-13.04,-11.23,-8.29
196207,5.11,7.92,4.67,4.74,7.19,11.39,7.23,7.16,4.1,7.66,8.39,3.76
196208,0.44,2.99,1.25,1.05,3.25,2.84,0.88,2.8,3.92,-8.22,3.55,3.24
196209,-5.88,-2.24,-7.31,-1.8,-3.29,-9.6,-6.19,-3.07,-6.75,-4.24,-6.03,-6
196210,-3.41,2.35,-0.39,-0.65,4.18,-0.01,2.77,-1.39,-1.62,2.33,-0.85,1.18
196211,11.48,4.57,13.15,9.96,11.24,14.61,6.43,7.21,10.62,17.09,13.78,14.43
196212,1.22,3.49,-1.91,4.64,0.72,-0.98,0.95,3.22,-0.09,0.68,1.32,0.84
196301,5.83,7.5,6.06,2.42,4.54,6.1,4.13,5,3.77,5.55,3.63,6.08
196302,-3.48,-3.58,-2.29,-1.9,-4.24,-5.99,-1.74,-1.79,-1.01,-2.87,-0.52,-1.11
196303,2.32,7.05,2.1,6.91,3.64,2.7,1.81,1.57,1.84,1.05,2.07,3.13
196304,2.28,5.56,4.35,6,4.45,7.35,3.73,2.13,5.3,7.48,3.6,7.2
196305,1.44,6.86,2.36,-0.87,0.49,4.05,-1.35,0.71,2.26,-0.52,0.24,4.95
196306,-1.63,-3.27,-2.82,1.19,-2.91,-5.2,-1.98,-1.34,-1.49,-1.24,-1.31,-1.78
196307,-0.61,-0.14,-1.64,2.12,-1.22,-0.68,-0.25,0.52,-1.25,0.47,-0.72,-2.42
196308,4.47,6.08,6.27,3.3,4.48,4.86,3.63,3.88,6.11,9.21,4.09,5.76
196309,-1.94,-0.39,-1.02,-3.66,-0.93,0.29,2.24,-2.71,0.82,-4.18,-3.57,-3.27
196310,2.54,10.65,2.34,-0.59,2.64,8.34,3.42,-0.96,0.32,3.29,0.57,1.71
196311,-1.58,-6.54,-0.94,-1.94,1.15,-0.56,3.57,-1.35,-1.7,-2.07,-2.62,1.32
196312,2.56,0.42,0.69,4.63,3.9,2.88,-0.23,2.16,0.21,1.36,1.28,3.04
196401,0.68,1.15,2.39,4.74,3.01,2.97,3.32,1.16,2.24,3.65,-1.2,2.6
196402,1.44,1.1,2.69,0.42,1.55,1.67,-0.87,0.53,1.31,1.32,3.47,5.9
196403,2.83,0.92,3.95,1.34,2.5,3.34,-1.05,-0.99,2.32,-2.08,0.43,3.21
196404,-0.57,1.73,-1.89,3.97,-1.56,-3.81,0.83,0.81,2.69,-1.5,-1.08,0.97
196405,1.17,0.69,1.14,1.49,1.66,2.57,-0.98,0.5,3.61,0.2,-0.35,3.38
196406,1.36,0.61,1.16,0.62,-0.26,0.42,4.54,1.95,3.73,0.43,-1.48,2.64
196407,1.65,5.57,0.87,3.23,2.08,-1.97,-2.01,4.68,1.03,4.68,1.86,0.7
196408,-0.61,0.91,-1.28,-2.49,-2.52,-3.1,-2.15,-0.34,0.06,-4.55,-2.49,-4.01
196409,1.43,4.49,4.65,3.02,4.46,1.02,-1.18,1.62,3.37,2.62,2.19,4.54
196410,-0.29,-0.01,0.07,2.91,0.85,-1.04,-0.89,0.73,2.14,2.79,-0.79,2.92
196411,0.24,-2.31,-2.07,1.84,0.96,-0.57,-2.83,1.04,2.84,1.73,-1.19,-2.5
196412,0,1.73,-1.59,-0.29,0.51,-0.12,2.96,0.24,0.07,4.17,-1.54,-2.35
196501,5.97,3.76,5.42,0.42,5.04,7.58,0.25,3.74,2.84,7.58,2.63,5.73
196502,1.23,-1.04,2.93,-3.98,0.55,1.94,0.17,0.14,1.13,2.11,0.95,2.98
196503,-1.04,1.14,-0.45,-3.08,-3.07,-0.69,-1.82,-0.79,-0.95,-1.04,-0.59,-0.66
196504,4.1,6.71,4.94,0.79,1.91,5.2,2.33,0.44,6.66,2.88,2.55,1.99
196505,-1.15,-4.12,-1.19,0.18,-0.32,0.12,2.13,-1.29,-0.08,-1.56,-2.69,-1.4
196506,-5.38,-6.94,-6.68,-2.03,-5.93,-5.78,-4.3,-3.92,-6.34,-5.45,-5.25,-8.31
196507,1.47,2.28,2.77,1.72,0.19,3.69,-0.37,0.83,-1.58,3.86,1.03,4.57
196508,3.67,2.84,3.86,0.85,1.16,5.67,0.7,0.57,2,5.96,4.28,5.01
196509,0.23,6.96,3.86,4.31,3.23,5.18,0.95,1.13,-0.8,2.16,-0.44,2.71
196510,2.49,6.08,5.01,1.71,2.68,5.08,-2.27,0.82,0.13,3.14,0.97,5.71
196511,0.64,-4.97,2.02,-0.1,-2.01,2.56,-5.01,-1.37,0.96,3.31,0.68,5.26
196512,1.04,1.31,3.48,0.16,2.1,-1.73,-1.01,-0.56,1.2,3.8,1.73,3.67
196601,1.83,0.56,4.06,0.98,-0.2,1.27,-1.3,-3.24,-4.57,2.61,0.38,7.42
196602,-0.85,-2.03,-0.67,-4.14,-2.35,4.95,-0.25,-4.54,-2.13,-1.84,-2.33,3.66
196603,-2.93,-3.12,-1.41,-2.3,-3.58,-0.87,-5.03,-0.47,-2.23,-1.71,-4.39,-2.09
196604,0.25,0.09,3.83,3.05,-0.02,7.57,1.27,0.92,2.91,-0.1,1.1,3.67
196605,-5.28,-9.21,-6.73,-4.48,-4.29,-6.26,-3.81,-3.13,-3.29,-5.58,-4.18,-9.77
196606,-2.08,-2.13,-0.38,-2.35,-3.34,-0.1,0.34,-2.09,-2.51,0.88,-2.43,1.7
196607,-1.29,-2.66,-2.04,0.32,-0.63,-1.76,-1.16,-0.45,-2.18,-1.78,-2.26,-1.99
196608,-7.62,-8.24,-8.5,-7.19,-7.87,-6.11,-5.42,-9.02,-6.76,-8.48,-9.19,-13.59
196609,-1.79,-1.15,-3.04,3.91,-5.74,-2.04,-0.76,4.03,-2.13,-1.22,-0.37,-2.9
196610,4.39,0.29,2.52,8.38,2.12,0.23,9.17,9.66,-1.58,4.79,10.13,-0.54
196611,1.75,-4.58,3.03,-2.08,-0.64,10.81,-3.64,-1.83,0.15,6.33,2.64,9.9
196612,-0.03,-2.84,1.37,-0.68,0.73,0.29,2.77,1.77,-4.32,-0.2,3.12,1.35
196701,9.28,11.69,11.38,3.31,10.27,10.13,6.24,2.57,11.46,6.33,8.81,13.29
196702,1.58,-1.78,1.15,-0.69,-0.27,6.03,1.36,-2.11,2.88,1.02,-0.09,-0.94
196703,4.18,3.65,5.81,3.54,5.1,5.3,2.79,1.21,2.21,7.78,0.98,5.7
196704,4.5,10.97,3.24,1.64,5.12,7.77,0.19,1.62,9.06,4.39,0.2,2.83
196705,-3.01,-7.9,-3.82,-3.28,-5.01,-4.54,-6.41,-4.56,-5.02,-5.63,-2.76,-2.35
196706,2.41,1.37,2.51,2.25,0.44,6.29,2.54,-1.63,3.74,5.34,3.5,3.25
196707,5.97,11.01,4.82,6.88,5.18,4.04,-6.58,2.06,5.8,3.73,6.71,8.16
196708,-1.22,-0.44,-0.94,-2.26,-0.51,-1.17,-2.06,-1.1,0.2,0.31,1.78,-1.6
196709,2.84,4.83,2.58,4.21,4.31,8.35,1.03,-0.41,2.18,2.84,2.95,0.34
196710,-2.76,-4.98,-4.68,-1.13,-4.76,5.15,-3.51,-5.71,0.49,-5.09,-4.29,-5.71
196711,0.12,-1.8,0.92,-0.09,-2.05,1.26,-0.85,2.68,0.41,0.94,-1.77,-0.38
